City,Latitude,Longitude,Country
Lakewood,33.8471,-118.1222,United States
San Marino,34.1224,-118.1132,United States
Montebello,34.0155,-118.1108,United States
Palmdale,34.5944,-118.1057,United States
San Gabriel,34.0949,-118.099,United States
Pico Rivera,33.9901,-118.0888,United States
La Grande,45.3242,-118.0865,United States
Norwalk,33.9069,-118.0829,United States
Rosemead,34.0689,-118.0823,United States
Artesia,33.8676,-118.0805,United States
Rossmoor,33.7887,-118.0803,United States
East San Gabriel,34.1157,-118.0791,United States
Hawaiian Gardens,33.8304,-118.0728,United States
Seal Beach,33.7542,-118.0714,United States
West Whittier-Los Nietos,33.9759,-118.0689,United States
Cerritos,33.8678,-118.0686,United States
Santa Fe Springs,33.9329,-118.0625,United States
Los Alamitos,33.7971,-118.0592,United States
Temple City,34.1022,-118.0579,United States
Sierra Madre,34.1687,-118.0504,United States
South El Monte,34.0493,-118.0484,United States
La Palma,33.8504,-118.0407,United States
Cypress,33.8171,-118.0386,United States
Arcadia,34.1342,-118.0373,United States
South Whittier,33.9336,-118.0312,United States
El Monte,34.0739,-118.0291,United States
Whittier,33.9678,-118.0188,United States
La Mirada,33.9025,-118.0093,United States
Buena Park,33.8572,-118.0046,United States
Huntington Beach,33.696,-118.0018,United States
Avocado Heights,34.0391,-117.997,United States
Westminster,33.7523,-117.9938,United States
Stanton,33.8003,-117.9935,United States
Monrovia,34.165,-117.9921,United States
East Whittier,33.9244,-117.9887,United States
Hacienda Heights,33.997,-117.9727,United States
Baldwin Park,34.0829,-117.9722,United States
West Puente Valley,34.0513,-117.9681,United States
Garden Grove,33.7787,-117.9601,United States
Sun Village,34.5596,-117.9558,United States
La Puente,34.0323,-117.9533,United States
La Habra,33.9282,-117.9515,United States
Fountain Valley,33.7105,-117.9514,United States
Duarte,34.161,-117.9504,United States
Valinda,34.04,-117.93,United States
Fullerton,33.8841,-117.9279,United States
Vincent,34.0983,-117.9238,United States
Costa Mesa,33.6667,-117.9135,United States
Azusa,34.1386,-117.9124,United States
West Covina,34.0555,-117.9113,United States
South San Jose Hills,34.0123,-117.9043,United States
Rowland Heights,33.9716,-117.8912,United States
Citrus,34.116,-117.8891,United States
Santa Ana,33.7367,-117.8819,United States
Covina,34.0903,-117.8818,United States
California City,35.1578,-117.8721,United States
Newport Beach,33.6151,-117.8668,United States
Brea,33.9254,-117.8655,United States
Walnut,34.0334,-117.8593,United States
Anaheim,33.839,-117.8574,United States
Charter Oak,34.1025,-117.8564,United States
Placentia,33.8807,-117.8553,United States
Glendora,34.1449,-117.8467,United States
Lake Los Angeles,34.6097,-117.8339,United States
Baker City,44.7749,-117.832,United States
Orange,33.8038,-117.8218,United States
Diamond Bar,33.9992,-117.8161,United States
Tustin,33.7311,-117.8107,United States
San Dimas,34.1082,-117.809,United States
North Tustin,33.7636,-117.7947,United States
Irvine,33.6772,-117.7738,United States
Yorba Linda,33.889,-117.7714,United States
La Verne,34.1207,-117.7703,United States
Pomona,34.0585,-117.7626,United States
Laguna Beach,33.5455,-117.7613,United States
Laguna Woods,33.6099,-117.7299,United States
Aliso Viejo,33.5792,-117.7289,United States
Chino Hills,33.9508,-117.7254,United States
Claremont,34.1259,-117.7153,United States
Trail,49.095,-117.71,Canada
Laguna Niguel,33.5275,-117.705,United States
Laguna Hills,33.5918,-117.6991,United States
Montclair,34.0715,-117.6981,United States
Dana Point,33.4733,-117.6967,United States
Lake Forest,33.6605,-117.6714,United States
Castlegar,49.3256,-117.6661,Canada
Chino,33.9836,-117.6654,United States
Ridgecrest,35.6308,-117.6622,United States
Upland,34.1178,-117.6604,United States
Mission Viejo,33.6096,-117.6551,United States
San Juan Capistrano,33.5008,-117.6544,United States
Ladera Ranch,33.5492,-117.6417,United States
San Clemente,33.4499,-117.6102,United States
Ontario,34.0393,-117.6064,United States
Rancho Santa Margarita,33.6318,-117.5988,United States
Coto de Caza,33.5959,-117.586,United States
Eastvale,33.9617,-117.5803,United States
Airway Heights,47.6459,-117.5792,United States
Cheney,47.4901,-117.579,United States
Rancho Cucamonga,34.1247,-117.5667,United States
Corona,33.8616,-117.5649,United States
Hinton,53.4114,-117.5639,Canada
Rancho Mission Viejo,33.514,-117.5618,United States
Norco,33.9252,-117.5498,United States
Phelan,34.4398,-117.5248,United States
Home Gardens,33.8783,-117.5116,United States
Jurupa Valley,34.001,-117.4706,United States
Temescal Valley,33.7581,-117.4677,United States
El Sobrante,33.8724,-117.4624,United States
Fontana,34.0968,-117.4599,United States
Adelanto,34.5814,-117.4397,United States
Spokane,47.6671,-117.433,United States
Bloomington,34.0601,-117.4013,United States
Riverside,33.9381,-117.3949,United States
Camp Pendleton South,33.2329,-117.393,United States
Rialto,34.1175,-117.3892,United States
Lakeland Village,33.648,-117.3706,United States
Woodcrest,33.8789,-117.3687,United States
Victorville,34.5277,-117.3536,United States
Muscoy,34.1552,-117.3477,United States
Lake Elsinore,33.6847,-117.3344,United States
Colton,34.0538,-117.3255,United States
Hesperia,34.3975,-117.3147,United States
Grand Terrace,34.0312,-117.3132,United States
Oceanside,33.2247,-117.3083,United States
San Bernardino,34.1416,-117.2943,United States
Crestline,34.2486,-117.2887,United States
Mead Valley,33.8333,-117.2852,United States
Carlsbad,33.1246,-117.2834,United States
Nelson,49.5,-117.2833,Canada
Spring Valley Lake,34.4987,-117.2683,United States
Canyon Lake,33.6885,-117.2621,United States
Encinitas,33.0492,-117.261,United States
Wildomar,33.6173,-117.2582,United States
Solana Beach,32.9943,-117.2574,United States
Loma Linda,34.045,-117.2498,United States
Vista,33.1896,-117.2386,United States
Spokane Valley,47.6626,-117.2346,United States
Fallbrook,33.3693,-117.2259,United States
Perris,33.7898,-117.2233,United States
Apple Valley,34.5352,-117.2109,United States
Moreno Valley,33.9244,-117.2045,United States
Lake Arrowhead,34.2531,-117.1944,United States
Murrieta,33.5719,-117.1909,United States
Menifee,33.6909,-117.1849,United States
San Marcos,33.135,-117.1743,United States
Redlands,34.0512,-117.1712,United States
Pullman,46.7336,-117.168,United States
Highland,34.1113,-117.165,United States
Coronado,32.6649,-117.1604,United States
Temecula,33.4928,-117.1315,United States
San Diego,32.8313,-117.1222,United States
Imperial Beach,32.5693,-117.118,United States
Mentone,34.0609,-117.1108,United States
French Valley,33.5999,-117.1069,United States
Liberty Lake,47.6686,-117.1036,United States
National City,32.6654,-117.0983,United States
Escondido,33.1348,-117.0723,United States
Playas de Rosarito,32.3422,-117.0561,Mexico
Calimesa,33.9874,-117.0542,United States
Barstow,34.8661,-117.0471,United States
Yucaipa,34.0336,-117.0429,United States
Lemon Grove,32.7331,-117.0344,United States
Tijuana,32.525,-117.0333,Mexico
Bonita,32.6651,-117.0296,United States
La Mesa,32.7703,-117.0204,United States
Poway,32.9871,-117.0201,United States
Valley Center,33.233,-117.0158,United States
Chula Vista,32.6281,-117.0144,United States
La Presa,32.711,-117.0027,United States
Moscow,46.7308,-116.9986,United States
Hemet,33.7341,-116.9969,United States
Lewiston,46.3934,-116.9933,United States
San Jacinto,33.797,-116.9916,United States
Santee,32.8554,-116.9851,United States
Spring Valley,32.7317,-116.9766,United States
Beaumont,33.9076,-116.9766,United States
Ontario,44.0259,-116.976,United States
Casa de Oro-Mount Helix,32.764,-116.9688,United States
El Cajon,32.8017,-116.9604,United States
Bostonia,32.8189,-116.948,United States
East Hemet,33.7301,-116.941,United States
Post Falls,47.7213,-116.9384,United States
Winter Gardens,32.8376,-116.9268,United States
Rancho San Diego,32.7624,-116.9197,United States
Lakeside,32.856,-116.904,United States
Banning,33.946,-116.8992,United States
Rathdrum,47.7948,-116.8944,United States
Valle Vista,33.7436,-116.8871,United States
Ramona,33.0474,-116.8766,United States
Hayden,47.768,-116.804,United States
Coeur d'Alene,47.704,-116.7936,United States
Big Bear City,34.2536,-116.7903,United States
San Diego Country Estates,33.0094,-116.7874,United States
Alpine,32.8439,-116.7585,United States
Fort Irwin,35.2477,-116.6834,United States
Caldwell,43.6453,-116.6594,United States
Tecate,32.5722,-116.6403,Mexico
Middleton,43.7113,-116.6157,United States
Ensenada,31.8578,-116.6058,Mexico
Rodolfo Sanchez Taboada,31.7958,-116.5911,Mexico
Nampa,43.5844,-116.5638,United States
Sandpoint,48.2822,-116.5614,United States
Desert Hot Springs,33.955,-116.5429,United States
Palm Springs,33.8017,-116.5382,United States
Star,43.7026,-116.4914,United States
Cathedral City,33.8362,-116.4642,United States
Rancho Mirage,33.7635,-116.4271,United States
Yucca Valley,34.1234,-116.4216,United States
Meridian,43.6116,-116.3977,United States
Kuna,43.488,-116.3933,United States
Eagle,43.7223,-116.3866,United States
Palm Desert,33.7378,-116.3695,United States
La Quinta,33.6536,-116.2785,United States
Garden City,43.6526,-116.2743,United States
Indio,33.7346,-116.2346,United States
Boise,43.6005,-116.2308,United States
Coachella,33.6905,-116.143,United States
Twentynine Palms,34.1478,-116.0659,United States
Pahrump,36.2235,-115.9974,United States
Vicente Guerrero,30.7264,-115.9903,Mexico
San Quintin,30.4837,-115.95,Mexico
Elko,40.8381,-115.7678,United States
Cranbrook,49.5097,-115.7667,Canada
Mountain Home,43.1324,-115.697,United States
Whitecourt,54.1417,-115.6833,Canada
Spring Creek,40.745,-115.5983,United States
Progreso,32.5842,-115.5842,Mexico
Imperial,32.839,-115.572,United States
El Centro,32.7865,-115.5595,United States
Brawley,32.9783,-115.5287,United States
Calexico,32.6849,-115.4944,United States
Mexicali,32.6633,-115.4678,Mexico
Canmore,51.089,-115.359,Canada
Summerlin South,36.1242,-115.3324,United States
Las Vegas,36.2333,-115.2654,United States
Spring Valley,36.0952,-115.2636,United States
Enterprise,36.0091,-115.2278,United States
Winchester,36.1365,-115.137,United States
Paradise,36.0872,-115.1355,United States
North Las Vegas,36.2883,-115.0888,United States
Sunrise Manor,36.1783,-115.0487,United States
Henderson,36.0133,-115.0381,United States
Whitney,36.1008,-115.0379,United States
Boulder City,35.8407,-114.9257,United States
Cuervos,32.6308,-114.8569,Mexico
San Felipe,31.0275,-114.8353,Mexico
San Luis Rio Colorado,32.4767,-114.7625,Mexico
San Luis,32.4911,-114.7089,United States
Somerton,32.6007,-114.6994,United States
Blythe,33.6219,-114.6195,United States
Fort Mohave,35.0004,-114.5748,United States
Yuma,32.5995,-114.5491,United States
Bullhead City,35.1205,-114.5461,United States
Jerome,42.7179,-114.5159,United States
Cochrane,51.189,-114.467,Canada
Twin Falls,42.5645,-114.4613,United States
Yellowknife,62.4709,-114.4053,Canada
Fortuna Foothills,32.6616,-114.3974,United States
Kalispell,48.2153,-114.3274,United States
Lake Havasu City,34.5006,-114.3113,United States
Hailey,43.5141,-114.3001,United States
Evergreen,48.2308,-114.27,United States
Punta Prieta,28.9289,-114.1556,Mexico
Mesquite,36.8032,-114.133,United States
Olds,51.7928,-114.1067,Canada
Sylvan Lake,52.3083,-114.0964,Canada
Calgary,51.05,-114.0667,Canada
Guerrero Negro,27.9589,-114.0561,Mexico
Missoula,46.8751,-114.0214,United States
Airdrie,51.2917,-114.0144,Canada
Kingman,35.217,-114.0105,United States
New Kingman-Butler,35.2645,-114.0091,United States
Stony Plain,53.5264,-114.0069,Canada
Okotoks,50.725,-113.975,Canada
Spruce Grove,53.545,-113.9008,Canada
High River,50.5808,-113.8744,Canada
Chestermere,51.05,-113.8225,Canada
Red Deer,52.2681,-113.8111,Canada
Blackfalds,52.3833,-113.8,Canada
Burley,42.5379,-113.7926,United States
Lacombe,52.4683,-113.7369,Canada
Ivins,37.1742,-113.6809,United States
Morinville,53.8022,-113.6497,Canada
St. Albert,53.6303,-113.6258,Canada
St. George,37.0758,-113.5752,United States
Leduc,53.2594,-113.5492,Canada
Puerto Penasco,31.3167,-113.5369,Mexico
Edmonton,53.5344,-113.4903,Canada
Washington,37.1303,-113.4878,United States
Beaumont,53.3572,-113.4147,Canada
Strathmore,51.0378,-113.4003,Canada
Wetaskiwin,52.9694,-113.3769,Canada
Hurricane,37.1487,-113.3517,United States
Fort Saskatchewan,53.7128,-113.2133,Canada
Cedar City,37.6834,-113.0956,United States
Anaconda,46.0608,-113.0678,United States
Sonoita,31.8614,-112.8544,Mexico
Camrose,53.0167,-112.8333,Canada
Lethbridge,49.6942,-112.8328,Canada
Butte,45.902,-112.6571,United States
Buckeye,33.4314,-112.6429,United States
Coaldale,49.7333,-112.6167,Canada
San Francisco,30.7841,-112.518,Mexico
Grantsville,40.6148,-112.4777,United States
Pocatello,42.8724,-112.4647,United States
Chubbuck,42.9263,-112.4623,United States
Surprise,33.6815,-112.4515,United States
Prescott,34.5849,-112.4473,United States
Chino Valley,34.7594,-112.412,United States
Goodyear,33.2614,-112.3622,United States
Sun City West,33.6695,-112.3573,United States
Blackfoot,43.194,-112.3454,United States
El Mirage,33.5905,-112.3271,United States
Avondale,33.3873,-112.3235,United States
Prescott Valley,34.598,-112.3185,United States
Tooele,40.5393,-112.3082,United States
Stansbury Park,40.6356,-112.3054,United States
Peoria,33.7843,-112.2989,United States
Hooper,41.1599,-112.2871,United States
Sun City,33.6165,-112.2819,United States
Santa Rosalia,27.3389,-112.2669,Mexico
Glendale,33.5791,-112.2311,United States
Tremonton,41.7187,-112.189,United States
Magna,40.7634,-112.1599,United States
Taber,49.7847,-112.1508,Canada
Heroica Caborca,30.7167,-112.15,Mexico
Anthem,33.856,-112.1168,United States
West Point,41.122,-112.0995,United States
Phoenix,33.5722,-112.0892,United States
New River,33.8835,-112.0858,United States
Syracuse,41.0859,-112.0698,United States
Clinton,41.1395,-112.0656,United States
West Haven,41.2083,-112.0541,United States
Roy,41.1714,-112.0485,United States
Brigham City,41.5035,-112.0453,United States
Idaho Falls,43.4871,-112.0362,United States
Clearfield,41.103,-112.0238,United States
Helena,46.5965,-112.0202,United States
Herriman,40.4899,-112.017,United States
West Valley City,40.6886,-112.0123,United States
Eagle Mountain,40.3137,-112.0114,United States
Kearns,40.6519,-112.0095,United States
Riverdale,41.1732,-112.0023,United States
Cottonwood,34.7195,-112.0016,United States
Maricopa,33.0408,-112.0011,United States
Pleasant View,41.3249,-112.0011,United States
West Jordan,40.6024,-112.0008,United States
Verde Village,34.7119,-111.9941,United States
South Jordan,40.557,-111.9784,United States
Washington Terrace,41.1683,-111.9783,United States
Ogden,41.2279,-111.9682,United States
Riverton,40.5176,-111.9636,United States
Layton,41.077,-111.962,United States
Paradise Valley,33.5434,-111.9595,United States
North Ogden,41.3123,-111.9584,United States
South Ogden,41.1722,-111.9576,United States
Ammon,43.4745,-111.9568,United States
Taylorsville,40.6569,-111.9493,United States
Kaysville,41.029,-111.9456,United States
Bluffdale,40.4744,-111.9381,United States
Tempe,33.3881,-111.9319,United States
Salt Lake City,40.7776,-111.9311,United States
North Salt Lake,40.8439,-111.9187,United States
Woods Cross,40.8731,-111.917,United States
Saratoga Springs,40.345,-111.9154,United States
Farmington,40.9845,-111.9065,United States
Brooks,50.5642,-111.8989,Canada
South Salt Lake,40.7057,-111.8986,United States
